id,sentence1,sentence2,label
42453,"Derlis Aníbal Cardozo ( born 16 June 1981 , in Pedro Juan Caballero ) is a Paraguayan football defender .","Derlis Aníbal Cardozo ( born June 16 , 1981 in Pedro Juan Caballero ) is a Paraguayan defender .",1
23541,Mr Cave made the highest bid for Mr Payne 's goods at an auction .,"At an auction , Mr Cave gave the highest bid for Mr Payne 's goods .",1
21127,Another series was played between the Boston Red Sox and the Cincinnati Reds in Havana .,Another series was played in Havana between the Cincinnati Reds and the Boston Red Sox .,1
39844,"Multicategoried verbs and Prototypical prepositions exist along a cline with verbs at the start , prepositions at the end , and prototypical word types in the middle .","Multicategorized verbs and prototypical prepositions exist along a cline , with verbs at the beginning , prepositions at the end and prototypical word types in the middle .",1
48452,"As part of a rationalization campaign , the company reported in January 2017 that it would close three remaining regional cuisines in Atlanta , Landover and Everett .","As part of a streamlining campaign , in January 2017 the company reported that it would close three remaining regional kitchens in Atlanta , Landover and Everett .",1
17495,"The station was closed on December 8 , 1890 , opened on 8 November 1969 and was demolished in 1971 .","The station was closed on December 8 , 1890 , opened on November 8 , 1969 , and was demolished in 1971 .",1
20311,"He graduated from Harvard University in 1891 , and then received a master 's degree from MIT in 1893 .",He graduated from Harvard University in 1891 and received a Master 's degree in 1893 from MIT .,1
43552,"Decasyllable was used in the epic poetry of the southern Slavs , sung , for example , Serbian epic poetry on the Gusle instrument :","Decasyllable was used in epic poetry of the Southern Slavs , for example Serbian epic poetry sung to the gusle instrument :",1
48418,"CBE ( born December 14 , 1940 ) is a Scottish administrator and former footballer who was the director of Caledonian MacBrayne .","Lex Gold , CBE ( born 14 December 1940 ) is a Scottish administrator and former footballer who was a director of Caledonian MacBrayne .",1
24797,"From 1898 to 1902 , about 1,300 birds were imported from America and released from Southland to Northland in many parts of the North and South Islands .","From 1898 to 1902 , some 1300 birds were imported from America and released in many parts of the North and South Islands , from Southland to Northland .",1
15325,"Player 2 wins + 130 points ( wins 30 , loses 110 + 150 , so has 230 overall ) .","Player 2 wins + 130 points ( wins 30 , loses 110 + 150 , so 230 ) .",1
8119,Immanuel Dornfeld was a spiritual father and main initiator of this wine school .,The spiritual father and main initiator of this wine school was Immanuel Dornfeld .,1
33727,"The SSSI has an area of 190.3 ha , while the SAC covers 168.3 hectares .","The SSSI has an area of 190.3 hectares , while the SAC has 168.3 hectares .",1
25534,In the same year he played in the UEFA Champions League qualification against Dinamo Zagreb and later in UEFA Cup against HJK Helsinki and Celtic Glasgow .,In the same year he played in the qualification for the UEFA Champions League against Dinamo Zagreb and later in the UEFA Cup against HJK Helsinki and Celtic Glasgow .,1
13445,"Alexis Anders learns from her supervisor , Cholayna Ares , that a Terran agent , Magda Lorne , has survived a plane crash in the Hellers a week earlier .","Alexis Anders learns from her supervisor , Cholayna Ares , that a Terran operative , Magda Lorne , has survived a plane crash in the Hellers a week earlier .",1
49196,"If the programmer does not supply a constructor for an instantiable class , most languages will provide a `` default constructor '' .","If the programmer does not provide a constructor for an instantiable class , a `` default constructor will be provided in most languages .",1
13301,Rubenstein has two honorary doctorates : Doctor of Hebrew Letters ( Grand Valley State University ) and Doctor of Humane Letters ( Jewish Theological Seminary ) .,Rubenstein has two honorary doctorates : Doctor of Hebrew Letters ( Grand Valley State University ) and Doctor of Human Letters ( Jewish Theological Seminary ) .,1
35259,"Released in September 2003 in Belgium , `` Sharko III '' was later released in France , the Netherlands , Switzerland , and Japan .","Published in Belgium in September 2003 , `` Sharko III '' was later released in France , the Netherlands , Switzerland and Japan .",1
40589,"In 2014 , Lilly will visit the World Curling Tour for her first season with the new teammates Sarah Potts , Oye-Sem Won Briand and Tirzah Keffer .","In 2014 , Lilly will join the World Curling Tour for her first season with new teammates Sarah Potts , Oye-Sem Won Briand and Tirzah Keffer .",1
10855,It was written by Bowie and produced by him and David Richards .,It was written and produced by Bowie and produced by David Richards .,1
41286,"The four wives of Mundal Ji had Khemi , Toli , Thukri and Santokhi named a son Seuram Ji and a daughter .","The four women of Mundal Ji had Khemi , Toli , Thukri and Santokhi a son named Seuram Ji and a daughter .",1
38860,"She is a member of the Nehru -- Gandhi family , the second of the three daughters born to Jawaharlal Nehru 's sister , Vijaya Lakshmi Pandit .","She is a member of the Nehru -- Gandhi family , the second of the three daughters born by Jawaharlal Nehru 's sister , Vijaya Lakshmi Pandit .",1
2699,"She is the first female Prime Minister of Mali , and the second Prime Minister of President Amadou Toumani Touré 's second and final term .",She is the first female Prime Minister of Mali and the second and final term of President Amadou Toumani Touré .,1
3460,"Andrei Pavel and Alexander Waske won in the final 6 -- 3 , 7 -- 6 , against Rafael Nadal and Bartolomé Salvá-Vidal .","Andrei Pavel and Alexander Waske won in the final 6 -- 3 , 7 -- 6 against Rafael Nadal and Bartolomé Salva-Vidal .",1
12654,"In 1815 , Ram Hill was known as Nutridge Hill and was connected to Westerleigh by Broad Lane and Mays Hill by the Frog Lane .","In the Mudge Map 1815 , Ram Hill was known as Nutridge Hill , and was linked to Westerleigh by Broad Lane and to Mays Hill by Frog Lane .",1
31129,"Stony Point railway station is located on the Tyabb line in Victoria , Australia .","Stony Point railway station is on the Tyabb line in Victoria , Australia .",1
32709,"Eventually , North Dakota also moved to Division I , and since then the two schools have been negotiating conditions to resume the series .","North Dakota also moved to Division I eventually , and since then the two schools have been negotiating terms to resume the series .",1
43796,Another publication in 2008 directly compared the sequences of a second isolate from BiMoV from Taiwan with the sequence of SCSV in Florida .,Another publication in 2008 directly compared the sequences of a second isolate of BiMoV from Taiwan to the sequence of SCSV from Florida .,1
4413,"In 1806 Louis Bonaparte assigned his brother Louis Napoleon , a Catholic , to the throne of the Netherlands .","In 1806 , Louis Bonaparte ordered his brother Louis Napoleon , a Catholic , to the throne of the Netherlands .",1
23029,"At UFC Fight Night 101 , Brown managed to steal a victory against Jon Tuck with a split decision .","During the UFC Fight Night 101 , Brown managed to steal a victory against Jon Tuck with a split decision .",1
6366,"In the list below , names of such Goans are included , with the name of the domestic team in parentheses .","The names of such goans are included in the following list , with the name of the domestic team standing in parentheses .",1
47372,It connects Yeongju in the north - Gyeongsang - province with Gangneung in the Gangwon province .,It connects Yeongju in North Gyeongsang Province with Gangneung in Gangwon Province .,1
4713,"During this time , Cousin also played as a session musician on two songs by Mice , a band created by Regan that existed between 1995 and 1997 .","During that time , Cousin also played as a session musician on two songs by Mice , a band of Regan , which existed between 1995 and 1997 .",1
44227,"She produced , directed , and wrote the screenplay for `` The Curse of Quon Gwon , '' the only film her company made .","She wrote , staged and produced the screenplay for `` The Curse of Quon Gwon '' , the only film that her company made .",1
29257,Argon is produced industrially by the fractional distillation of liquid air .,"Industrially , argon is produced by the fractionated distillation of liquid air .",1
40687,"Nearby settlements include the town of Lancaster , the city of Garstang , the village of Hollins Lane , and the hamlets of Potters Brook and Shireshead .","Nearby settlements include the city of Lancaster , the town of Garstang , the village of Hollins Lane and the hamlets of Potters Brook and Shireshead .",1
28473,"Men Suddenly in Love is a 2011 Hong Kong romantic comedy film produced by , written by and directed by Wong Jing .","Men Suddenly in Love is a 2011 Hong Kong romantic comedy of Wong Jing written , produced and directed by .",1
9606,"Collins introduced himself to the modern Barnabas Collins family as a cousin from England , a hard-working businessman never seen during the day .","Collins introduced himself to the modern Barnabas Collins family as a cousin from England , a hard-working businessman who was never seen during the day .",1
8468,"It was organised from militia companies from Brattleboro , Burlington , Castleton , Fletcher , Ludlow , Montpelier , Tunbridge , Vergennes and Waterbury .","It was organized from militia companies from Brattleboro , Burlington , Castleton , Fletcher , Ludlow , Montpelier , Tunbridge , Vergennes and Waterbury .",1
42964,"The active members of former MDU and ABL were arrested by the police , such as John Eber and Dr Joseph K.M .","The active members of the former MDU and ABL were arrested by the police , as John Eber and Dr. Joseph K.M .",1
45913,The defect in the mechanism could not be detected in flight and only could be seen by examining the screw and checking it for defects during maintenance .,The defect of the mechanism could not be seen in the flight and could only be detected by checking the screw and checking it during maintenance for defects .,1
30699,"Under Portuguese rule this province was renamed Moçambique , but with its independence the name Mozambique was named for its capital for the whole country and the province .","Under Portuguese rule this province was renamed Moçambique but with independence , the name Mozambique was used for the entire country and the province named for its capital .",1
401,The river Bota Mare is a tributary of the Zăbrătău River in Romania .,The Bota Mare River is a tributary of the Zăbrătău River in Romania .,1
4409,"That same year , technologyreview.com won third place in the MPA Digital Awards for best business or news Website and second place for best online video or video series .","In the same year , technologyreview.com won third place at MPA Digital Awards for the best business or news website and second place for the best online video or the best video series .",1
1082,"In these he already shows an adaptation to the Roman style , especially that of Michelangelo , whose ceiling had just been completed the Sistine Chapel .","In these he already shows an adaption to Roman style , especially that of Michelangelo , whose Sistine Chapel ceiling had just been completed .",1
13495,"Phil Philpott played Norman Nesbitt , a geeky man who believes he has been contacted by UFOs .","Philpott played Norman Nesbitt , a geeky man who believes he has been contacted by UFOs .",1
11045,"Although he petitioned and was defeated , he was seated on 27 April 1785 .","Although he was petitioned and defeated , he was appointed on 27 April 1785 .",1
40850,"In bioinformatics , inverted indexes for the sequence assembly of short fragments of sequenced DNA are very important .","In bioinformatics , inverted indexes are very important in the sequence assembly of short fragments of sequenced DNA .",1
45668,"TJ Trinidad , Joem Bascon , Rico Robles , Rico Barrera , Jordan Hererra , Biboy Ramirez , Eric Fructuoso and Michael Roy Jornales were among the participants .","The participants included TJ Trinidad , Biboy Ramirez , Eric Fructuoso , Rico Robles , Joem Bascon , Jordan Hererra , Rico Barrera , and Michael Roy Jornales .",1
13081,Adults are white green above and green below with metallic flanks .,Adults are white above green and down green with metallic flanks .,1
2040,"In the meantime , Mikka was confronted by his former crew : Nick , Vector , Sib , and Pup .","In the meantime , Mikka is confronted by his former crew : Nick , Vector , Sib and Pup .",1
48706,The Cormos River is a tributary of the Agris River in Romania .,The Cormos River is a tributary of the River Agris in Romania .,1
40580,The Barmat scandal was subsequently used in the Nazi - propaganda as both an electoral strategy and an appeal to anti-Semitism often .,"The Barmat Scandal was later used often in Nazi propaganda , both as an electoral strategy and as an appeal to anti-Semitism .",1
41791,"Willa Cather is a short story by Peter , which was published in 1892 in `` The Mahogany - Tree '' .",Willa Cather is a short story by Peter . It was first published in `` The Mahogany Tree '' in 1892 .,1
25262,Both John Kerry in 2001 and Mark Warner in 2004 lost Loudoun and Prince William counties .,Both John Kerry in 2001 and Mark Warner lost counties in 2004 to Loudoun and Prince William .,1
7204,"More recently , the band Extra Life has combined aspects of early music with the modern genre of math rock .","More recently , the band has combined Extra Life Aspects of Old Music with the modern genre of Math Rock .",1
42791,"Blauburger gives good yields and is particularly resistant to `` Botrytis cinerea '' , but is susceptible to mildew down .","Blauburger gives good yields and is particularly resistant to `` Botrytis cinerea '' , but is susceptible to mildew .",1
23015,Brazil had signed a separate Loizaga -- Cotegipe Treaty with Paraguay now in 1872 and already did much to help Paraguay in its negotiations with Argentina .,Brazil had signed a separate Loizaga - Cotegipe contract with Paraguay in 1872 and already did much to help Paraguay in its negotiations with Argentina .,1
25953,Jarymowycz was a frequent lecturer at the Royal Military College and was a sessional writer of letters to the editor .,Jarymowycz was a frequent lecturer at the Royal Military College and was a recorder of letters to the editor .,1
936,After leaving the East India Company College Frere was appointed a writer in the Bombay ( now Mumbai ) civil service in 1834 .,"In 1834 , after leaving the East India Company College , Frere was appointed a civil servant writer in the Bombay ( today Mumbai ) .",1
1472,In the action they suffered five men wounded ; the British had no casualties .,"In the action they suffered five wounded men , the British had no loss .",1
26445,"Via the Appomattox River and the Bush River , it is part of the James River watershed .",He is part of the James River Watershed via the Appomattox River and the Bush River .,1
29705,"NH electrification began on July 24 to New Rochelle , August 5 to Port Chester and October 6 , 1907 the rest of the way to Stamford .","On 24 July the NH - electrification to New Rochelle began , on 5 August to Port Chester and on 6 October 1907 the rest of the route to Stamford .",1
23217,"After Mary Ann Pederson in 1975 , Louise Redfield left the show until 1981 .","After Mary Ann Pederson left in 1975 , Louise Redfield took over the show until 1981 .",1
34629,"Higher is the fourth album and the fifth studio album of Ezio , released in 2000 .","Higher is the fourth album and the fifth studio album , by Ezio , released in 2000 .",1
46683,"Some organic compounds are valid minerals , which are recognized by the IMA ( CNMNC ) .","Some organic compounds are valid minerals , recognized by the CNMNC ( IMA ) .",1
42976,"The exterior colors are red , black , silver , cool vanilla and dark titanium .","Exterior colors are red , black , silver , cool vanilla , and dark titanium .",1
25913,"The Square was opened by President Choummaly Sayasone and Lao President Alexander Lukashenko on July 2 , 2013 , during a ceremony on the square .",The place was opened on 2 July 2013 by President Choummaly Sayasone and Laotian President Alexander Lukashenko during a ceremony on the square .,1
2713,"Loiu is a town and municipality located in the province of Basque Country , in the autonomous community of Biscay , northern Spain .","Loiu is a town and municipality in the province of Basque Country , in the Autonomous Community of Biscay , in northern Spain .",1
13418,"The Hyslop Farm was named after George Hyslop , who was hired by the founder of the Agronomy Department , Henry Scudder , when he opened the 1907 department .","The Hyslop farm was named after George Hyslop , who was hired by Agronomy Department founder Henry Scudder when he opened the department in 1907 .",1
4412,"The following songs were included in the film , but were not introduced on the soundtrack :",The following songs were included in the film but were not featured on the soundtrack :,1
46181,"Bernhard Franz von Hess ( May 22 , 1792 - April 20 , 1869 ) was a Bavarian general lieutenant and minister of war under Maximilian II of Bavaria .","Bernhard Franz von Hess ( May 22 , 1792 -- April 20 , 1869 ) was a Bavarian Lieutenant General and War Minister under Maximilian II of Bavaria .",1
48788,"William Stawell KCMG married Mary Letitia Stawell on 14 May 1890 ( 1870 - November 3 , 1938 ) , daughter of Sir Edward .","William Stawell KCMG married Mary Letitia Stawell ( 1870 -- 3 November 1938 ) , daughter of Sir Edward , on 14 May 1890 . Their children included :",1
14124,"Barrallier Island is a very small uninhabited island that is located northwest of French Island in Victoria , Australia .","Barrallier Island is a very small uninhabited island located northwest of French Island in Victoria , Australia .",1
31330,"In 1851 , the territorial legislature created the office of General Adjutant and placed the first territorial militia under its jurisdiction .",Then in 1851 the territorial Legislature created the office of Adjutant General and placed the first territorial Militia under its jurisdiction .,1
19165,"Belize High School is a high school in Belize City , Belize , Secondary School .","Belize High School is a high school , secondary school in Belize City , Belize .",1
5207,"Hardie became Secretary of the Party , while Cunninghame Graham was the first treasurer and George Mitchell was the president .","Hardie became the party 's Secretary , while Cunninghame Graham was the first Treasurer and George Mitchell was the President .",1
19408,April became close to Bob Stevens and they began a relationship and eventually married .,Bobby became close to April Stevens and they began a relationship and eventually married .,1
24715,"ABC Books has released seven paperback novels , each based on a specific episode and from the perspective of a single character .","ABC Books has released seven popular book novels , each based on a single episode , and from the perspective of a particular character .",1
8065,"The branch codice 2 is updated daily , the codice 3 branch is updated every 6 months .","The codice _ 2 branch gets updated daily , and the codice _ 3 branch is updated for every 6 months .",1
8880,"After 1873 , as part of national banditry , he was covered by the social media .","After 1873 , he was covered by the social media as part of national banditry .",1
48957,"Peter Evatt was an Olympic rower , who became 1953 national sculling champion and represented Australia in rowing at the 1956 Olympic Games in Melbourne .",Peter Evatt was an Olympic rower who became a national skulling champion in 1953 and represented Australia while rowing at the 1956 Olympic Games in Melbourne .,1
47818,He began his political career as a Member of the Legislative Assembly ( MLA ) in Vaijapur Taluka in Shrirampur Taluka and then in Aurangabad District in Ahmednagar District .,He began his political career as a member of the Legislative Assembly ( MLA ) in Vaijapur Taluka in Shrirampur Taluka and then in the Aurangabad District in Ahmednagar District .,1
36581,It is a pathway from Hub Industrial Area to Orangi Town and followed by Nazimabad and North Karachi .,It is followed by a route from Hub Industrial Area to Orangi Town and from Nazimabad and North Karachi .,1
1842,"Triandos was referenced in the second episode of the third season of the HBO original series , `` The Wire '' .","Triandos was referenced in the second sequence of the third season of the HBO - original series , `` The Wire '' .",1
11915,This prayer and the following are said in a concelebrated fair by individual concelebrants .,"In a concelebrated Mass , this prayer and the following are said by individual concelebrants .",1
8095,"In computer - complexity theory , randomized polynomial time ( RP ) is the complexity class of problems for which a probabilistic turing machine exists with these characteristics :","In computational complexity theory , randomized polynomial time ( RP ) is the complexity class of problems for which a probabilistic Turing machine exists with these properties :",1
4033,"On June 30 , 2016 , Infante agreed to a Minor League Deal with the Braves and was released from the Atlanta Braves on August 16 , 2016 .","On June 30 , 2016 , Infante agreed to a Minor League Deal with the Atlanta Braves , which was released by the Braves on August 16 , 2016 .",1
21915,"To underscore this view , it is customary to say that the `` operations are '' or `` applied '' , rather than `` evaluated '' .","To underscore this view , it is customary to say that the operations are `` executed '' or `` applied '' , rather than `` evaluated '' .",1
46593,"Bal Bhavan private school is a public school located in Mayur Vihar Ph- II near DDA market Patparganj , Delhi-110091 .","Private school Bal Bhavan is a public school in Mayur Vihar Ph - II near DDA - market Patparganj , Delhi-110091 .",1
8361,"The aforementioned scientists , Adam , are : Pythagoras , Galileo Galilei , Nicolaus Copernicus , Isaac Newton , Nikola Tesla , Charles Darwin , and Albert Einstein","The mentioned scientists Adam adores are : Pythagoras , Galileo Galilei , Nicolaus Copernicus , Albert Einstein , Nikola Tesla , Charles Darwin and Isaac Newton .",1
14948,"Shamai Haber ( born February 15 , 1922 in Łódź , Poland ) was a sculptor who lived in Paris in 1995 and worked and died .","Shamai Haber ( born February 15 , 1922 , Łódź , Poland ) was a sculptor who lived and worked in Paris , France . He died in 1995 .",1
9646,"God does n't like uniformity , he likes the unity in diversity , a unity that does not exclude , he likes multitude of expressions and forms .","God does not like uniformity , he likes unity in diversity , a unity that does not exclude , he likes a multitude of expressions and forms .",1
33186,This was also the fifth series since the first to include a railroad consultant in the role as part of the production team with Sam Wilkinson .,"This also marked the fifth series since the first to include a railway consultant as part of the production team , with Sam Wilkinson in the role .",1
46502,"In 2016 , Naver 's webtoon service entered the Chinese market as XOY and the Japanese market as Dongman Manhua .","In 2016 , Naver 's Webtoon service entered the Chinese market as XOY and Dongman Manhua in the Japanese market .",1
4940,"His sons were Leon C. , Huntley N. and Rolland H. , of whom Huntley and Rolland would serve as governors of New Hampshire .","His sons were Leon C. , Huntley N. , and Rolland H. , whom Huntley and Rolland would serve as governors of New Hampshire .",1
21464,"Streisand and Columbia Records distributed `` ButterFly '' on October 1 , 1974 as their sixteenth studio album total , months after `` The Way We Were '' released .","Streisand and Columbia Records distributed `` ButterFly '' on October 1 , 1974 as her sixteenth studio album overall , released months after `` The Way We Were '' .",1
23521,"His parents were William Halderman ( 1822-1866 ) , a local businessman and miller , and Anna Hostetter Halderman ( 1828-1919 ) .","William Halderman ( 1822-1866 ) , a local businessman and Müller , and Anna Hostetter Halderman ( 1828-1919 ) were his parents .",1
17156,"Brown married Susie J. Clarke in Ayer , Massachusetts , on December 30 , 1888 .","Susie J. Clarke married Brown on 30 December 1888 in Ayer , Massachusetts , USA .",1
16313,"McKeithen , however , had supported Humphrey at the 1968 Democratic National Convention in Chicago .","However , McKeithen Humphrey had supported Humphrey at the Democratic National Convention in Chicago in 1968 .",1
28493,"He studied piano with Michael Dussek , and piano accompaniment with Hamish Milne and Nicholas Walker .","He studied piano with Michael Dussek , piano accompaniment with Hamish Milne and Nicholas Walker .",1
5856,Butler County is represented in the U.S. Senate by US Senators Roy Blunt ( Democrat ) and Claire McCaskill ( Republican ) .,Butler County is represented in the U.S. Senate by U.S . Senators Roy Blunt ( Democrat ) and Claire McCaskill ( Republican ) .,1
11950,"He was born in 1799 in Kingston , Toronto , and grew up in York .",He was born in Kingston ( Toronto ) in 1799 and grew up in York .,1
28777,Rockhampton was also the intersection of Central Western Line and the Emu Park Line .,Rockhampton was also the junction of the Central Western line and Emu Park line .,1
46602,"Other languages that were spoken at home included Mandarin 3.0 % , Cantonese 1.9 % , Greek 1.8 % , and Italian 1.7 % .","Other languages spoken at home included Mandarin 3.0 % , Cantonese 1.9 % , Greek 1.8 % and Italian 1.7 % .",1
13536,Kesova Gora is connected by local roads with Bezhetsk and Kashin . There are also paved roads .,"Kesova Gora is connected by local roads with Bezhetsk and Kashin , and there are also paved roads .",1
13332,The Nelson River flows from Playgreen Lake into Cross Lake and then flows from two channels to Lake Winnipeg .,The Nelson River flows into Cross Lake from Playgreen Lake then flows from two channels into Lake Winnipeg .,1
20003,"Five men died later , one was missing , and 25 were wounded , two of whom died instantly .","Later five men died , one missing and 25 were wounded , two of whom died immediately .",1
4231,"In his Karachi workshop , he paints in the open air and sketches his ideas on the ground .",In his Karachi workshop he paints in the open air and draws his ideas on the ground .,1
7271,"She married twice . The first time with Prince Antoni Lubomirski in 1749 , and the second time with Prince Kazimierz Poniatowski on 21 January 1751 .","She married twice , first in 1749 with Prince Antoni Lubomirski and the second time with Prince Kasimierz Poniatowski on January 21 , 1751 .",1
23269,The R335 is a Regional Route in Somerset East that connects Port Elizabeth from the south to South Africa to the north via Addo .,"The R335 is a regional road in Somerset East , which connects Port Elizabeth from the south to South Africa via Addo to the north .",1
9946,"According to the United States Census Bureau , the city is a total area of which land and , or 1.35 % has , is water .","According to the United States Census Bureau , the city has a total surface area of which is land and , or 1.35 % , is water .",1
15175,Dyadic natural males do not have the anatomy needed for human embryonic and foetal development .,Dyadic natural males do not have the anatomy needed for human embryonic and fetal development .,1
15671,"The Portneuf River is a long tributary of Marsh Creek at Bannock County , Idaho .","Portneuf River is a long tributary of the Marsh Creek in Bannock County , Idaho .",1
5496,"It was created by the Constitution of Afghanistan , which was approved on January 4 , 2004 .","It was created by the Constitution of Afghanistan , which was adopted on 4 January 2004 .",1
1798,"In many cases , the former burgh settlement would become a German suburb of the Slavic town ( `` Wiek '' , `` Wieck '' ) .","In many cases the former burgh settlement would be a German suburb of the Slavic town ( `` Wiek '' , `` Wieck '' ) .",1
32360,"The codice _ 2 branch gets updated daily , and the codice _ 3 branch is updated for every 6 months .","The branch codice 2 is updated daily , the branch codice 3 is updated every 6 months .",1
28676,"Big Sur 's album Notes is an album by Jazz - saxophonist Lloyd , which was recorded by Charles Lloyd in July 1993 with Bobo Stenson , Anders Jormin and Ralph Peterson .","Notes from Big Sur is an album by jazz saxophonist Lloyd recorded in July 1993 by Charles Lloyd with Bobo Stenson , Anders Jormin and Ralph Peterson .",1
3099,"STG officers directly support specialist tactical police in incidents , such as sieges , with operational , negotiation , intelligence and command support services .","STG officers support tactical police in incidents such as sieges , directly with operational , negotiating , intelligence and command support services .",1
24470,"At BHCC , Phillips Brooks preached his last sermon and his Christmas Carol `` O Little Town of Bethlehem '' had its first performance .",Phillips Brooks preached its last sermon at BHCC and its Christmas song `` O Little Town of Bethlehem '' had its first performance .,1
12051,Qaasuitsup ( old spelling : `` Nûluk '' ) is an uninhabited island in the Nuuluk Island municipality in northwestern Greenland .,Qaasuitsup ( old spelling : `` Nûluk '' ) is an uninhabited island in the municipality of Nuuluk Island in northwestern Greenland .,1
22715,"He later planted the movement in London , and then in Brooklyn , New York , and Monticello , New York .","He later replanted the movement in London , and then in Brooklyn , New York , and Monticello , New York .",1
5239,"The Nordiques signed free agent Tony Currie from the Toronto Maple Leafs , while they lost Blake Wesley , who signed with the Edmonton Oilers .","The Nordiques signed the Toronto Maple Leafs Free Agent Tony Currie while they lost Blake Wesley , who signed with Edmonton Oilers .",1
38762,Mons Mons Claudianus is situated in the eastern desert of Upper Egypt and was discovered by Wilkinson and Burton in 1823 .,"Mons Claudianus lies in the Eastern desert of upper Egypt , and was discovered in 1823 by Wilkinson and Burton .",1
2375,"It is licensed and published in Taiwan by Blu on May 8 , 2007 . The manga is licensed in North America by Sharp Point Press .","It is licensed and published in Taiwan by Blu on 8 May 2007 , and is licensed by Sharp Point Press in North America .",1
11672,"The names of Dingwall and Tingwall in Scotland , Thingwall in England , Tynwald on the Isle of Man and Tingvoll in Norway bear the same roots and meanings .","Dingwall and Tingwall in Scotland , Thingwall in England , Tynwald on the Isle of Man , and Tingvoll in Norway bear names of the same root and meaning .",1
46526,"The Justin Booker also hosts the podcast `` Chris is married , Booker is single '' with the comedian Justin Worsham .","Justin booker also hosts the podcast `` Chris is married , Booker is single '' with comedian Justin Worsham .",1
1080,There are no secondary schools in the island . The nearest are Thurstable School in Tiptree and Thomas Lord Audley School in Colchester .,"There are no secondary schools on the island , the nearest are Thurstable School in Tiptree and Thomas Lord Audley School in Colchester .",1
33884,He supported Walter Brennan in `` Maryland '' ( 1940 ) and John Barrymore in `` The Large Profile '' ( 1940 ) .,He supported Walter Brennan in `` Maryland '' ( 1940 ) and John Barrymore in `` The Great Profile '' ( 1940 ) .,1
49253,"In 2004 , Bessonova won the silver medal at the European Championships in 2004 .",Bessonova won the silver medal at the 2004 European Championships in 2004 .,1
474,"He was elected President of the Assam Football Association and the Assam Sports Council for several terms , and he was also Vice-President of the Assam Cricket Association .",He was elected President of the Assam Football Association and the Assam Sports Council for several terms ; he was also the Vice-President of the Assam Cricket Association .,1
39837,The different languages that are spoken across the Pacific and Indian Oceans are represented by the Austronesian Chamic group in MSEA .,"The divergent languages , spoken across the Pacific and Indian Oceans , are represented in MSEA by the Austronesian Chamic group .",1
38488,"Hopkins toured with the band for six months through England , the United States , and Japan .","For six months , Hopkins toured the band through Japan , the United States and England .",1
34043,DesAutels is the editor of several volumes in ethics and feminist psychology .,DesAutels is the editor of several volumes in moral ethics and feminist psychology .,1
28180,Alworth was chosen in the eighth round ( first overall ) of the 1962 NFL draft by the San Francisco 49ers .,Alworth was elected in the eighth round ( first overall victory ) of the NFL - draft in 1962 by the San Francisco 49ers .,1
45384,The small institutions they founded would not have seemed to them like universities -- they were tiny and did not offer the higher degrees in medicine and theology .,The tiny institutions they founded would not have appeared to them like universities -- they were small and did not offer the higher qualifications in medicine and theology .,1
24781,"Band moves to Williamsburg , Brooklyn ( NY ) .","Band moves to Brooklyn ( NY ) , Williamsburg .",1
48033,Neustadtl an der Donau is a city located in the district of Amstetten in Lower Austria in Austria .,Neustadtl an der Donau is a town in the district of Amstetten in Lower Austria in Austria .,1
4113,It is one of the only surviving round barns built in central Illinois and one of only two known in the state with glazed tiles .,It is one of the only surviving round barns in central Illinois and one of only two known in the state built with vitrified tile .,1
43553,`` Full Circle '' was produced by Birtles Shorrock Goble manager Paul Rodger and mixed by longtime supporter and friend Michael Costa at Stream AV Studios in Melbourne .,"`` Full Circle '' was produced by Paul Rodger , the manager of Birtles Shorrock Goble , and mixed by long-time supporter and friend Michael Costa at the Stream AV Studios in Melbourne .",1
37995,"Carpenter would later describe the script as `` too campy , too light '' .","Carpenter would describe the script as '' too campy , too light `` later .",1
26794,Alla Petrovna Tsuper ( born 16 April 1979 ) is a Belarusian ( until 2000 ) and Ukrainian ( since 2000 ) aerial skier .,"Alla Petrovna Tsuper ( born April 16 , 1979 ) is a Belarusian ( until 2000 ) and Ukrainian ( since 2000 ) flight skier .",1
10730,"In the 1988 miniseries `` Hemingway '' , starring Fiona Fullerton , Duff Twysden was played by Stacy Keach .","In the miniseries '' Hemingway `` of 1988 with Fiona Fullerton , Duff Twysden was played by Stacy Keach .",1
20442,Centered vertically on a green background is a white runway with white markings and the scarlet numerals `` 47 '' .,Vertically centered on a green background is a white runway with white markings and scarlet digits '' 47 `` .,1
47834,"Hugo Santana Páez ( born September 5 , 1967 ) is a former football manager and Mexican player .","Hugo Santana Páez ( born September 5 , 1967 ) is a former Mexican football manager .",1
2311,"Its signal covers Cundinamarca , Boyacá , Tolima , Amazonas , Meta , Huila , Casanare , Caquetá , Guaviare , Vaupés , Vichada , Arauca , and Putumayo .","Its signal covers Cundinamarca , Boyacá , Tolima , Huila , Casanare , Meta , Vichada , Arauca , Caquetá , Guaviare , Vaupés , Amazon and Putumayo .",1
16253,"According to the new doctrine , French principles should be observed , especially to protect the principle of `` freedom of action '' .","According to new doctrine , French principles should be observed , primarily to protect the principle of `` Freedom of Action '' .",1
36266,"Hugo Käch died on 31 December 2003 in Flurlingen , near Schaffhausen ( Switzerland ) .",Hugo Käch died on 31 December 2003 in Flurlingen near Schaffhausen .,1
